,feature_feature_0,feature_feature_1,feature_feature_2,feature_feature_3,feature_feature_4,feature_feature_5,feature_feature_6,feature_feature_7,feature_feature_8
2221,308,3152,2212,1297,861,489,2003,920,224
2222,308,3152,1792,1297,861,44,3164,920,1907
2223,308,3152,1301,653,1440,1085,920,1907,2185
2224,1554,1079,357,2924,861,52,3164,920,1907
2225,1521,1191,747,1743,2323,2298,3164,920,1907
2226,1234,3152,981,861,107,2063,920,224,810
2227,1234,3152,956,1433,846,1649,920,224,3097
2228,194,1222,3055,1846,653,2103,846,920,224
2229,1951,2770,937,2294,861,213,846,920,224
2230,308,3152,3078,653,1047,920,1907,2185,1043
2231,670,619,861,2089,1281,2814,119,1644,2721
2232,3048,476,937,653,1932,3164,920,224,810
2233,1951,165,1301,2928,1616,3164,920,1907,2185
2234,2248,619,937,2928,1661,48,920,224,3097
2235,308,3152,1909,653,1499,3164,920,224,810
2236,2554,476,1053,2251,861,3063,861,920,224
2237,308,1294,3084,2022,3164,920,1907,2185,358
2238,1234,3152,2957,2716,861,1974,3023,920,224
2239,1951,3152,1301,653,210,48,920,224,3097
2240,194,1417,967,846,2787,1085,920,224,810
2241,2858,2918,2984,100,653,1403,48,920,224
2242,2248,2864,677,861,2484,757,920,224,810
2243,1234,3152,382,2024,846,984,2282,920,224
2244,2605,2918,629,536,653,210,861,920,224
2245,1948,421,2354,861,2073,48,920,224,3097
2246,2347,2918,677,2928,188,2063,920,224,810
2247,308,3152,376,1361,48,765,2063,920,1907
2248,2665,1713,967,861,152,1085,920,224,810
2249,1948,421,171,186,653,1569,846,920,1907
2250,308,3152,1465,861,2484,861,920,224,3097
2251,1554,2770,2984,653,2668,846,920,224,810
2252,2858,1417,2663,1824,846,1649,920,224,810
2253,1951,2770,1095,415,846,1203,1649,920,1144
2254,515,294,496,861,489,48,920,224,810
2255,1234,3152,2984,2405,861,1320,757,920,224
2256,1948,421,2084,2024,846,673,2063,920,224
2257,1521,3152,1053,1515,861,187,653,920,224
2258,454,1222,2334,846,1687,1777,2814,119,1644
2259,2858,3152,2818,846,1881,2063,920,224,810
2260,1951,2770,591,2074,507,2323,1501,170,861
2261,1234,3152,885,1931,861,2484,861,920,224
2262,1521,1079,3155,1832,861,2073,48,920,1144
2263,308,3152,2963,2516,846,673,3164,920,224
2264,1521,1079,3059,48,1966,1174,2814,119,451
2265,2846,2142,1301,653,54,1649,920,224,810
2266,1133,509,2984,2404,846,759,1085,920,224
2267,308,3152,885,1127,846,673,846,920,224
2268,515,2142,2,861,2484,846,920,224,3097
2269,1948,421,2,846,673,653,920,224,3097
2270,308,3152,2663,861,1974,2928,920,224,3097
2271,1234,3152,340,507,846,673,2928,920,224
2272,1948,3152,1053,3113,861,2484,846,920,1144
2273,1521,3152,2927,887,861,1320,3164,920,224
2274,2846,2918,206,1685,861,1974,3164,920,224
2275,1234,3152,885,324,861,2484,48,920,224
2276,2598,509,1081,536,846,654,3023,920,1144
2277,3040,509,496,1938,846,759,653,920,224
2278,2554,2464,591,2074,507,1047,1402,349,920
2279,2665,509,591,2074,507,653,2322,846,1097
2280,1550,1417,1129,1269,846,1687,2323,920,1144
2281,1948,3152,677,846,673,1085,920,224,3097
2282,3040,1191,1301,653,2668,757,920,224,810
2283,1951,2770,1301,1657,2928,1659,1085,920,1907
2284,2846,2918,956,450,2928,1209,653,920,224
2285,2554,165,2192,2024,861,1701,1085,920,1907
2286,1234,3152,3022,1617,846,759,2282,920,224
2287,308,3152,2481,3144,861,231,2003,920,1907
2288,2846,2918,496,2714,653,600,757,920,224
2289,1554,509,1464,1117,846,3103,1174,920,224
2290,1121,1535,496,987,48,765,3164,920,224
2291,2605,1191,1464,861,213,3164,920,224,810
2292,1234,3152,1301,653,3039,2063,920,1907,2185
2293,2554,2060,2995,861,468,846,920,224,810
2294,2605,2446,1053,861,152,861,920,224,810
2295,515,3152,1936,2323,1393,2063,920,224,810
2296,1234,3152,677,2405,2323,1649,920,224,810
2297,1948,421,1301,861,2484,2282,920,224,810
2298,438,619,3059,861,2845,3023,920,224,810
2299,2554,2465,3059,861,2484,1777,2814,119,1644
2300,308,3152,2984,653,2668,757,920,224,3097
2301,2665,619,1513,846,759,48,920,224,810
2302,1951,3152,1707,798,3084,652,3164,920,224
2303,1948,3152,2029,1788,653,2668,3164,920,224
2304,2858,1417,2702,846,1203,1649,920,224,3097
2305,1234,3152,1294,861,213,1085,920,1907,2185
2306,2605,2446,2440,1979,3084,613,2928,920,224
2307,308,3152,2029,1979,2928,131,2063,920,224
2308,308,3152,1274,861,1955,1085,920,224,810
2309,308,3152,2663,653,2892,1649,920,1907,2185
2310,308,3152,1358,846,673,757,2814,119,451
2311,1948,3152,2029,3162,861,2484,3164,920,224
2312,1234,3152,9,812,861,1320,846,920,224
2313,1521,3152,1095,450,653,210,3164,920,1144
2314,515,294,1798,2202,861,2484,48,920,224
2315,3040,2060,3041,1086,861,152,2063,920,224
2316,1948,3152,956,861,1974,3023,920,224,3097
2317,2347,433,967,2928,1659,1649,920,224,810
2318,2248,3152,1095,2094,861,2484,3164,920,1144
2319,1951,3152,2281,2315,653,2668,3164,920,224
2320,1051,1222,374,861,1974,861,920,224,3097
2321,515,3152,967,653,2243,2063,920,224,810
2322,308,1053,1145,846,759,2003,920,224,810
2323,89,2770,833,1394,861,152,3164,920,224
2324,2248,509,499,656,653,210,653,920,1144
2325,1234,3152,1952,507,861,2484,48,920,224
2326,2858,1222,1246,653,210,3164,920,224,810
2327,1948,3152,2748,653,874,861,920,224,810
2328,515,3152,2440,656,846,673,846,920,1144
2329,2554,378,833,861,2297,3164,920,224,393
2330,2248,226,2256,3141,507,861,960,123,3164
2331,2347,1222,1863,507,861,2073,3164,920,1144
2332,2347,1079,2256,3141,507,846,2639,291,861
2333,1951,3152,1095,2024,653,856,2323,920,1144
2334,1234,3152,1936,846,121,1174,920,224,810
2335,2846,2446,496,1515,846,3103,2063,920,224
2336,308,3152,1309,507,653,210,3164,920,224
2337,1948,3152,1081,2404,861,489,1085,920,224
2338,2347,619,1309,2992,846,673,846,920,224
2339,308,3152,3022,861,2073,653,920,224,3097
2340,1948,3152,374,653,359,846,920,224,3097
2341,1948,1565,917,861,2073,861,920,224,3097
2342,1948,3152,1095,2024,861,2484,48,920,1144
2343,1948,421,2593,1472,846,654,1649,920,224
2344,1051,2918,507,653,856,1649,920,224,2798
2345,2554,2060,1523,1005,861,152,3023,920,224
2346,1234,3152,833,861,468,2928,920,224,810
2347,1234,3152,2984,846,759,1649,920,224,3097
2348,2846,1713,1081,861,2484,757,920,224,3097
2349,3040,1417,2256,507,2928,2518,653,920,1144
2350,1051,2770,499,2716,861,1974,2063,920,224
2351,515,1943,833,73,846,673,2003,2814,119
2352,1948,3152,2984,653,2668,861,920,224,810
2353,1449,2918,496,861,187,3164,920,224,3097
2354,308,3152,2256,507,861,1974,1047,920,1144
2355,2605,619,2300,653,210,861,920,224,3097
2356,1234,3152,981,861,1320,1777,920,224,3097
2357,1550,1618,496,2173,861,2484,3164,920,224
2358,1234,3152,3022,1666,861,1974,846,920,224
2359,1234,3152,833,846,2282,920,224,810,970
2360,308,3152,899,446,507,846,151,861,920
2361,2554,619,899,446,2394,3084,1022,1047,920
2362,1521,1535,3022,2928,495,48,920,224,3097
2363,1234,3152,496,3154,861,2297,48,920,224
2364,2554,294,1053,846,759,1649,920,224,393
2365,515,3152,2,846,759,48,920,224,810
2366,1948,421,496,861,2073,1085,920,224,810
2367,2347,1191,496,2393,653,2668,757,920,224
2368,1726,1417,1053,861,2484,3164,920,224,3097
2369,1948,3152,1465,1433,861,1974,1174,920,224
2370,1951,1565,1053,2500,861,152,846,920,224
2371,1948,421,3022,2053,846,2639,846,920,1144
2372,1951,2770,496,861,2297,653,920,224,393
2373,2248,1417,499,2053,861,1974,653,920,224
2374,308,3152,1095,1832,846,673,846,920,1144
2375,1234,3152,2984,798,2928,2145,846,920,224
2376,1449,1191,956,798,861,736,3164,920,224
2377,2665,509,1095,2024,846,673,2003,920,1144
2378,1521,1222,956,861,1789,2063,920,224,810
2379,1234,3152,1952,450,2928,1209,3164,920,224
2380,308,3152,1522,2716,861,44,1649,920,224
2381,2554,619,1301,2928,1659,2063,920,224,810
2382,1234,3152,2583,1194,861,231,861,290,920
2383,1948,1565,2281,861,2611,2330,2814,119,451
2384,1948,3152,1294,861,757,920,224,810,1369
2385,1449,221,846,759,1649,920,224,810,1302
2386,2347,1222,1513,1911,861,2484,1085,920,224
2387,1521,307,1513,861,2297,757,920,224,3097
2388,2846,619,496,2516,861,2484,2003,920,224
2389,1951,3152,333,846,2410,1281,2814,119,1644
2390,194,1535,677,1498,861,420,1085,920,1907
2391,1550,1191,496,2323,725,1085,920,224,810
2392,308,1274,2928,1126,1649,920,224,810,1130
2393,308,3152,591,2628,989,861,960,550,653
2394,515,294,1936,2928,1126,2063,920,224,810
2395,1449,294,1053,653,210,2063,920,224,3097
2396,3048,509,2,1623,653,48,920,224,3097
2397,1550,911,835,846,1372,1085,920,224,810
2398,1234,3152,1798,1407,861,2297,861,920,224
2399,308,3152,2984,861,1974,757,920,224,3097
2400,1234,3152,1095,1824,846,673,2282,920,1144
2401,308,3152,2984,3089,653,1740,48,920,224
2402,1051,619,677,653,210,861,920,224,810
2403,2846,619,2984,861,2484,2063,920,224,810
2404,1948,3152,1622,1000,681,846,673,861,920
2405,308,3152,1053,2928,48,920,224,3097,2916
2406,1951,2770,499,570,861,1320,2323,920,224
2407,2248,2918,2963,2928,1659,653,920,224,810
2408,1550,2060,1622,656,653,359,653,2972,920
2409,1234,3152,591,2628,1354,861,1114,1315,1047
2410,1550,1191,2,1396,846,673,3164,920,224
2411,308,3152,885,861,1974,846,920,224,3097
2412,839,619,2937,861,155,653,920,1907,2185
2413,1234,3152,1301,1047,1527,757,920,224,3097
2414,1234,3152,2937,861,44,1085,920,1907,2185
2415,1948,1565,496,653,600,2282,920,224,810
2416,1521,1079,1053,861,152,2282,920,224,3097
2417,1948,421,861,152,2282,920,224,810,3142
2418,1948,3152,1246,861,213,3023,920,224,810
2419,1234,3152,677,861,2484,48,920,224,810
2420,1550,3152,1464,861,425,1777,920,224,810
2421,2605,619,1301,2928,1659,3023,920,224,810
2422,308,3155,450,1047,653,920,1144,1761,2386
2423,1521,3152,1464,3029,846,1029,1777,2814,119
2424,1234,3152,1778,491,846,759,846,920,224
2425,3040,1417,1068,1999,861,2484,1047,920,224
2426,2605,2918,1464,653,2243,1085,920,224,810
2427,2846,421,2556,2928,1659,2003,920,224,810
2428,89,166,981,861,1621,1649,920,224,810
2429,308,3152,496,2799,861,489,48,920,224
2430,3048,294,3047,1054,1469,861,960,575,2063
2431,1951,3152,2957,1979,846,759,861,920,224
2432,515,3152,499,846,3003,3164,920,224,3097
2433,2598,3152,2984,861,2484,2323,920,224,810
2434,308,3152,2334,861,213,2919,2814,119,1644
2435,1521,3152,2687,507,846,673,846,920,1144
2436,308,3152,3059,3162,861,1746,2282,920,224
2437,2347,3152,2440,656,861,48,920,224,3097
2438,1951,421,49,507,653,2322,653,920,1144
2439,2347,3152,968,450,861,1974,2323,920,224
2440,1234,3152,967,653,2703,2063,920,224,810
2441,1234,3152,591,2559,507,2928,813,653,505
2442,1234,3152,591,507,861,1114,48,920,1144
2443,308,3152,1798,1396,861,2484,1047,920,1144
2444,2347,619,2121,656,861,2427,3084,920,224
2445,1726,378,499,1463,861,1320,757,920,224
2446,515,1222,2334,846,121,2282,920,224,393
2447,1234,3152,1215,861,2484,2928,920,224,3097
2448,1234,3152,382,1361,861,468,48,920,224
2449,1948,3152,3155,507,653,359,653,920,1144
2450,1234,3152,679,846,759,757,2814,119,1644
2451,1234,3152,1883,1463,653,2322,349,920,224
2452,308,3152,1399,846,2176,691,2814,119,1644
2453,308,3152,586,507,2323,1501,861,920,1144
2454,1948,421,2121,653,126,2282,920,224,3097
2455,308,1464,192,653,600,3062,2814,119,1644
2456,1640,3152,2334,653,600,691,2814,119,451
2457,515,1696,496,861,1974,3164,920,224,3097
2458,1948,3152,833,861,2484,2003,2814,119,1644
2459,1951,3152,1082,653,856,653,920,224,810
2460,1948,3152,2121,692,846,2639,861,920,1144
2461,2248,3152,2984,861,187,2063,920,224,810
2462,1521,1535,967,861,2073,48,920,224,810
2463,1234,3152,2104,861,2484,757,920,224,810
2464,2605,509,496,2404,653,2668,3164,920,224
2465,1951,3152,1736,1433,861,152,846,920,224
2466,1948,1082,1873,861,2484,1085,920,224,3097
2467,1948,421,496,948,653,846,920,224,810
2468,1554,3152,1081,861,468,757,920,224,3097
2469,308,3152,2789,1685,861,1974,861,920,224
2470,308,3152,1523,2928,461,2063,920,224,2867
2471,308,3152,3022,2024,861,960,653,920,1144
2472,1951,421,1082,846,759,846,920,224,810
2473,2846,2060,3155,2141,2928,1825,3164,920,1144
2474,1234,3152,466,1832,861,1974,2928,920,1144
2475,308,3152,3058,1832,653,524,48,920,224
2476,1234,3152,981,861,489,1085,920,224,3097
2477,1951,421,2979,2156,2928,582,3164,920,224
2478,2858,1535,496,846,673,2330,2814,119,1644
2479,1951,2770,1778,861,152,846,920,224,810
2480,1051,433,496,861,2484,48,920,224,810
2481,308,2979,3016,2928,2518,2928,920,224,3097
2482,1951,165,899,1655,507,861,1974,861,920
2483,1951,2770,1095,2673,861,1546,2063,920,1144
2484,1948,3152,1820,137,2323,725,846,920,224
2485,1948,3152,2908,723,844,653,359,3164,920
2486,515,221,374,1361,861,960,2063,920,224
2487,1234,3152,1465,1247,861,468,48,920,224
2488,1234,3152,2256,2504,507,846,2639,291,48
2489,194,2060,428,1202,846,654,48,920,224
2490,454,2918,1707,861,2484,3164,920,224,3097
2491,308,3152,1053,861,621,2063,920,224,810
2492,2554,378,709,2323,1504,861,920,224,3097
2493,1554,166,2256,2504,507,2323,1427,356,920
2494,308,3152,496,653,2668,2063,920,224,393
2495,1948,3152,2281,861,213,1777,920,224,3097
2496,515,294,956,536,846,673,1085,920,224
2497,1951,3152,2256,2504,844,653,784,2063,3006
2498,1550,911,2090,846,1203,3023,920,224,3097
2499,1550,3152,1863,1832,861,537,3164,920,1144
2500,438,3152,374,1077,653,181,2063,920,224
2501,194,1417,3058,2673,3084,366,48,920,224
2502,1521,1222,3058,2759,653,359,48,920,224
2503,308,3152,374,2024,861,1974,846,920,224
2504,1948,3152,2256,2504,507,2928,1605,959,861
2505,1948,2256,507,861,960,1085,920,1144,1761
2506,3068,1191,428,2053,653,524,2928,920,224
2507,1234,3152,496,846,3103,2282,920,224,3097
2508,1550,216,709,653,210,2063,920,1144,1906
2509,2347,619,1585,1361,861,736,757,920,224
2510,2248,619,2872,1979,846,45,2282,920,224
2511,454,1417,2687,563,507,861,960,123,653
2512,1951,3152,2090,861,2484,2063,920,224,3097
2513,194,2918,496,861,1974,861,920,224,810
2514,1951,2770,1053,861,2172,1649,920,224,393
2515,1234,3152,2908,723,844,846,673,846,1128
2516,438,3152,2908,723,844,861,1974,1047,1333
2517,515,3152,2256,2504,507,653,181,1908,846
2518,1234,3152,499,656,861,1974,653,920,224
2519,1051,166,2702,491,861,2297,1085,920,224
2520,1521,1222,967,861,213,2919,920,224,810
2521,515,3152,3155,2272,1832,846,654,3164,920
2522,308,3152,2085,1775,861,1974,653,920,1144
2523,308,3152,466,2928,2518,1085,920,224,3097
2524,1234,3152,2748,2323,1024,48,920,224,3097
2525,1948,3152,2593,415,2928,48,920,224,810
2526,2347,2446,2256,2504,507,846,2639,291,2928
2527,1951,2770,1820,348,2928,1659,48,920,224
2528,1951,421,981,653,1499,1777,920,224,810
2529,1521,1191,466,846,2987,2063,920,224,3097
2530,1948,3152,496,385,846,1372,1649,920,224
2531,308,3152,2256,2504,507,861,960,123,48
2532,1051,2918,2196,507,861,736,48,1556,920
2533,1948,3152,2256,2504,507,861,960,123,2323
2534,1951,3152,1624,1832,861,1974,1085,920,224
2535,1234,3152,3155,2272,2094,861,1320,3164,920
2536,1051,3152,2872,2928,2485,2063,920,224,810
2537,1234,3152,3155,2094,2928,2485,1777,920,1144
2538,1521,3152,90,861,2611,1085,920,224,810
2539,1234,3152,1081,688,861,2484,3023,920,1144
2540,2846,2446,1820,2323,1085,920,224,2798,1656
2541,308,3152,2872,1978,861,1974,48,920,224
2542,1234,3152,709,1433,861,2124,1085,920,224
2543,2605,1222,2122,2673,861,2484,2928,920,224
2544,2347,1191,2085,2859,1832,861,1974,2063,920
2545,1521,1191,2908,723,507,861,1974,2323,920
2546,1121,216,1095,494,1832,861,231,2063,920
2547,1948,421,2307,1832,846,673,1085,920,1144
2548,1948,3152,967,767,861,468,1777,920,224
2549,2846,619,1952,1979,653,359,653,920,224
2550,1449,2770,2593,353,653,210,48,920,224
2551,1521,1191,899,485,2923,861,960,861,920
2552,1234,3152,2256,507,861,1974,2063,920,1144
2553,1948,1565,1820,846,2987,2928,920,224,3097
2554,1449,166,2818,235,653,2243,1085,920,224
2555,1234,3152,2256,2504,507,846,2639,291,2063
2556,1948,421,833,861,44,3062,920,224,810
2557,1948,3152,1523,1394,861,2484,1085,920,224
2558,2846,619,2908,723,844,2323,2610,861,2969
2559,2554,294,466,1832,653,210,2928,920,1144
2560,1640,619,2440,1931,653,145,48,920,224
2561,308,3152,956,861,1974,846,920,224,393
2562,1234,3152,1736,3113,861,3156,846,920,224
2563,1948,421,1523,861,468,1085,920,224,810
2564,1234,3152,1053,861,1085,920,224,810,1620
2565,308,3022,846,48,920,224,2798,2064,1764
2566,2554,2465,967,861,152,1174,2814,119,1644
2567,1234,3152,861,468,48,920,224,810,2239
2568,1521,1079,1081,653,2668,2063,920,224,3097
2569,1234,3152,2192,846,759,2282,920,1907,1612
2570,1550,2060,1301,2323,48,920,1907,2185,2538
2571,670,433,273,861,2323,920,1907,2185,1043
2572,1948,3152,1186,1047,1263,861,920,224,810
2573,3040,509,516,2928,1884,48,920,1907,2185
2574,1234,3152,1301,3084,861,920,1907,2185,2538
2575,1449,2918,1301,349,861,920,1907,2185,2538
2576,1234,3152,653,1304,757,920,224,810,545
2577,1948,3152,677,2928,1661,2323,920,1907,2185
2578,1234,3152,2192,2928,582,2323,92,920,1907
2579,1121,294,586,1463,653,145,1047,920,224
2580,1234,3152,1510,861,736,2928,239,920,1907
2581,1948,3152,1301,2928,405,846,920,1907,2185
2582,1234,3152,490,861,2533,653,920,1907,2185
2583,308,1936,861,2164,2330,2814,119,1644,3115
2584,3040,1191,1301,798,2928,473,2063,920,224
2585,1554,433,1294,861,152,3023,920,224,810
2586,89,2446,1301,1324,861,489,3164,920,224
2587,1234,3152,2937,1938,861,152,1649,920,224
2588,2846,619,2192,1252,653,784,2003,920,224
2589,2598,509,2984,491,2928,1085,920,224,810
2590,438,1417,2984,2928,1659,48,920,224,810
2591,1234,3152,357,2928,1616,48,920,224,810
2592,3040,1191,1301,2509,861,823,3164,920,224
2593,308,3152,1513,48,102,757,920,224,810
2594,1951,2770,1909,2928,473,3023,920,224,810
2595,89,2446,2354,861,2484,861,920,224,3097
2596,1951,2770,2084,656,861,1709,861,920,224
2597,1449,2465,2121,861,231,48,920,224,3097
2598,2605,3152,677,1788,861,468,2003,920,224
2599,308,3152,2818,861,2484,3164,920,224,810
2600,1234,3152,3091,653,2313,1085,920,224,810
2601,1550,2060,1984,653,2668,861,920,224,2798
2602,1234,3152,3059,653,2243,757,920,224,810
2603,2554,294,1301,2928,1616,2063,920,224,810
2604,1051,476,1172,653,2243,2282,920,224,810
2605,2858,2918,2663,2323,48,920,224,810,1614
2606,308,3152,2121,2323,2704,2323,920,224,3097
2607,1948,3152,1301,653,1932,861,920,1907,2185
2608,1234,3152,3163,2928,1616,48,920,224,810
2609,308,3152,51,1451,827,653,1862,594,846
2610,2846,421,2963,861,44,861,920,1907,2185
2611,1121,509,490,861,2124,757,920,224,810
2612,515,294,2192,2108,861,1974,1085,920,1907
2613,515,294,380,1039,2928,495,1085,920,224
2614,1234,3152,2334,861,1594,2282,2814,119,1644
2615,308,3152,1638,3113,861,420,2919,2814,119
2616,1051,166,2963,861,1941,757,920,1907,1612
2617,438,1417,1301,861,420,3164,920,1907,2185
2618,515,1222,591,2628,989,861,975,2063,306
2619,308,3152,1936,861,425,691,2814,119,1644
2620,308,516,861,1941,3164,920,1907,1612,795
2621,1121,3152,2687,2024,861,1941,3164,920,224
2622,1234,3152,885,653,1639,846,920,224,3097
2623,308,3059,861,2611,2003,920,224,810,1130
2624,1234,3152,2687,563,2394,846,2320,48,920
2625,308,3152,2354,688,2323,2038,846,920,1907
2626,308,3152,3047,1490,403,653,2853,637,653
2627,2598,3152,1301,653,54,2282,920,1907,2185
2628,2554,294,747,570,2323,2926,2063,920,224
2629,1121,3152,2192,222,2928,1884,1649,920,1907
2630,2605,3152,1301,2928,793,2063,920,1907,2185
2631,1051,1222,9,861,2484,846,920,224,3097
2632,3068,2465,2281,861,2164,2003,920,224,3097
2633,1951,3152,967,861,2484,1174,920,224,810
2634,308,51,1942,1469,653,181,1140,653,1917
2635,1234,3152,1053,1721,861,3063,2282,920,224
2636,2069,1191,1301,2323,1768,846,920,1907,2185
2637,1234,3152,677,653,811,1649,920,224,810
2638,308,3152,1301,861,1621,1649,920,1907,2185
2639,1234,3152,490,3084,846,920,1907,2185,2793
2640,308,3152,2984,674,653,600,861,920,224
2641,3048,509,3163,861,468,3164,920,1907,2185
2642,1234,3152,677,653,2243,2063,920,1907,2185
2643,308,3152,2498,1005,2323,725,1085,920,224
2644,454,2918,2984,861,44,1047,920,224,810
2645,1550,2770,1294,2323,1963,1649,920,224,810
2646,1121,166,915,1373,653,2243,861,920,224
2647,1521,421,1294,3169,653,1499,653,920,224
2648,839,2918,490,1788,653,248,1174,920,224
2649,515,3152,1541,653,1569,1777,920,224,2581
2650,1951,421,3022,491,861,2073,2063,920,224
2651,1121,2060,2908,723,844,653,359,2928,1690
2652,89,3152,413,861,2172,2063,920,224,810
2653,1234,3152,2984,846,2410,48,920,224,810
2654,515,221,2984,861,2073,1777,2814,119,451
2655,670,3152,833,1092,846,2410,1174,2814,119
2656,515,294,496,653,2668,1649,920,224,810
2657,2554,1222,2941,861,960,2063,920,224,3097
2658,308,3152,899,1655,507,861,960,2063,920
2659,1199,3152,1936,1014,861,2297,2003,920,224
2660,670,294,2323,2289,3023,920,224,810,2549
2661,1234,3152,833,861,425,1649,920,224,3097
2662,308,3152,2029,2928,473,1649,920,224,810
2663,1951,421,2212,861,425,2282,920,224,810
2664,2554,619,1186,2323,2070,2063,920,224,810
2665,1948,3152,1172,861,213,3023,920,224,810
2666,1234,3152,3041,3084,3164,920,224,810,1620
2667,308,3152,2192,798,2323,2704,861,920,1907
2668,515,294,490,861,213,2919,2814,2922,1384
2669,1550,2770,357,846,945,48,920,1907,2185
2670,308,3152,2066,656,861,960,2928,920,1907
2671,308,3152,2334,653,2243,2282,920,224,810
2672,515,294,937,2928,1616,1649,920,224,2581
2673,515,1222,1541,2323,1382,846,920,224,2867
2674,308,3152,1301,861,2611,1649,920,1907,2185
2675,89,1535,1186,653,3039,1649,920,1907,2185
2676,1521,1191,1318,653,1304,2003,920,224,810
2677,308,3152,1538,2516,861,225,861,920,224
2678,515,221,3059,861,2297,2003,920,224,810
2679,308,3152,1081,2714,2928,473,861,920,224
2680,2347,2918,1798,861,2073,861,920,224,3097
2681,515,1222,1936,861,1437,2003,920,224,810
2682,2554,1222,1081,1657,2323,2897,3164,920,224
2683,308,3152,2702,2323,596,2282,920,224,3097
2684,2605,2465,490,3162,861,2484,48,920,224
2685,308,3152,1053,2404,2928,1659,3164,920,224
2686,308,3152,747,2712,1047,1188,2063,920,224
2687,1948,3152,2941,861,2484,3084,920,224,3097
2688,438,433,642,2159,507,1934,861,800,1649
2689,1948,3152,747,56,653,359,1085,920,224
2690,515,165,956,653,2044,1649,920,224,3097
2691,2858,294,2192,1931,861,1114,846,920,1907
2692,2347,378,490,385,861,1974,1174,2814,119
2693,308,3152,1936,846,2999,2919,2814,119,1644
2694,2665,1191,1936,846,2410,2919,2814,119,1644
2695,1948,3152,833,846,654,2282,920,224,810
2696,2598,433,2183,653,2243,846,920,224,810
2697,1550,2060,2440,1551,653,359,3164,920,224
2698,2846,3152,3022,861,2484,2063,920,224,3097
2699,1554,619,428,1832,861,1974,653,920,224
2700,2554,1417,2758,1832,2323,725,653,920,224
2701,2598,619,1936,846,3121,2928,920,224,2867
2702,1948,421,2941,1832,2928,2836,3084,920,1144
2703,1234,3152,1399,1933,861,213,48,920,224
2704,1521,421,1301,2323,1085,920,224,810,2101
2705,515,294,1538,491,653,524,653,920,224
2706,1951,165,3022,1780,2323,3164,920,224,3097
2707,1521,1222,2481,775,2928,1677,2063,920,1907
2708,1951,3152,1301,2928,2030,1649,920,224,810
2709,1521,1535,967,2597,846,252,757,920,224
2710,1234,3152,206,846,654,653,920,224,3097
2711,1550,1417,2121,2418,2323,2047,48,920,224
2712,1948,3152,2663,861,1320,2063,920,224,3097
2713,1951,421,885,56,861,1974,861,920,224
2714,1051,619,1301,1187,653,2313,653,920,224
2715,1234,3152,2663,1127,653,2528,1649,920,224
2716,2598,3152,1464,653,600,1085,920,224,810
2717,1234,3152,677,2928,2485,48,920,224,810
2718,1550,3152,333,846,2410,3062,2814,119,1644
2719,1234,3152,516,861,2484,846,920,224,3097
2720,515,294,1294,653,2243,2282,920,224,810
2721,1051,1943,937,653,2243,846,920,224,3097
2722,308,1464,2928,131,2063,920,224,810,394
2723,2665,1535,677,653,2243,2063,920,224,810
2724,1951,3152,2984,2928,473,2063,920,224,810
2725,1199,3152,380,2928,2518,2323,920,224,810
2726,2858,619,1513,1177,653,54,1085,920,224
2727,1121,294,2663,861,2484,2063,920,224,810
2728,1550,1191,1707,423,653,210,3023,920,224
2729,1234,3152,591,2628,989,861,1114,1315,846
2730,2846,619,380,2024,861,1974,1649,920,224
2731,308,3152,2,846,759,2063,920,224,3097
2732,1449,3152,2090,653,210,3164,920,224,393
2733,670,3152,2984,846,1687,48,920,224,810
2734,1521,1191,677,861,1974,3045,920,224,810
2735,1521,1535,1301,861,152,3164,920,224,3097
2736,1948,421,2663,2715,846,1340,2928,920,224
2737,1550,3152,2334,846,1372,2282,920,224,3097
2738,308,3152,1040,846,673,2282,920,224,3097
2739,515,3152,2,2743,2323,676,48,920,224
2740,1521,1191,967,653,2668,1085,920,224,810
2741,308,3152,340,2108,846,3003,2282,920,1144
2742,438,1417,2984,861,1615,2282,920,224,810
2743,2554,2060,2334,1632,861,468,758,2814,119
2744,2665,294,1053,2928,2485,3023,2814,119,451
2745,308,3152,2687,2394,861,1974,1085,920,1144
2746,1521,1191,677,861,152,1085,920,224,810
2747,1234,3152,1952,688,846,673,861,920,224
2748,1521,1222,2984,861,2484,861,920,224,810
2749,1121,378,967,653,1304,1174,2814,119,1644
2750,515,221,2984,861,1974,3023,920,224,3097
2751,1951,3152,2192,1629,3084,1022,48,920,1907
2752,1951,421,56,861,1950,846,920,224,2798
2753,1948,3152,1299,507,861,1941,2063,920,1907
2754,308,3152,1172,861,152,846,920,224,810
2755,1948,421,3091,2928,188,1085,920,224,810
2756,2605,509,3022,861,1709,3164,920,224,3097
2757,1948,3152,1053,846,759,846,920,224,3097
2758,1951,421,967,2928,1600,2003,2814,119,1644
2759,308,3152,865,1047,3129,3164,920,224,393
2760,515,3152,2192,653,653,920,224,393,1013
2761,89,1535,357,2928,2899,3023,2814,2922,2293
2762,1521,1191,835,653,2668,2003,2814,119,451
2763,1550,1417,2663,2024,653,48,920,224,3097
2764,308,382,692,861,1941,3164,920,224,810
2765,89,619,2354,2024,653,210,846,920,224
2766,308,3152,1301,861,2484,1649,920,224,810
2767,1951,3152,861,2845,1085,920,224,810,545
2768,1449,221,1294,3162,846,1372,2282,920,224
