,feature_feature_0,feature_feature_1,feature_feature_2,feature_feature_3,feature_feature_4,feature_feature_5,feature_feature_6
3018,505,3337,3442,7064,7955,8028,8349
3019,2,5,12,35,61,71,80
3020,505,2002,3050,10678,12737,12999,20360
3021,0,7,71,181,269,365,368
3022,81,91,325,454,505,523,724
3023,12,16,63,153,729,1063,4547
3024,79,95,263,505,550,697,832
3025,28,87,140,150,200,218,239
3026,3902,6298,8348,9010,10464,12696,13957
3027,2,5,61,81,84,87,88
3028,12,716,8192,14712,28839,28845,28846
3029,25,74,87,251,414,454,559
3030,10,25,49,63,83,108,109
3031,2,153,505,711,729,4717,4884
3032,61,68,73,230,258,263,311
3033,87,140,505,544,729,2002,3696
3034,349,364,464,569,650,795,969
3035,6016,7499,7826,10715,11019,12100,24740
3036,120,1063,8784,13753,13795,14493,15124
3037,0,68,218,263,594,806,840
3038,0,1,15,25,31,42,49
3039,6,25,181,244,395,407,540
3040,10,375,382,588,794,835,940
3041,89,106,108,263,293,478,705
3042,2,12,35,49,61,68,69
3043,11,20,46,68,389,516,550
3044,12,13,25,76,80,87,88
3045,159,587,940,1128,1326,1514,1733
3046,0,6,10,13,25,108,159
3047,49,62,84,87,91,108,110
3048,0,13,25,44,73,106,108
3049,940,1069,6129,8169,9572,10128,11962
3050,966,4466,6526,6624,7208,7794,8654
3051,24,745,925,1998,2051,2150,5049
3052,174,411,431,567,587,613,675
3053,12,35,42,145,153,218,220
3054,251,1220,5341,7794,8470,11047,12608
3055,6,45,46,194,230,263,697
3056,2,6,8,12,16,25,27
3057,0,1,3,5,6,7,10
3058,15,25,35,42,63,76,80
3059,13,110,251,375,453,495,675
3060,16,31,56,57,153,165,166
3061,587,646,661,892,1263,1462,1573
3062,12236,12700,19157,20239,20358,22670,23627
3063,0,1,2,10,13,14,25
3064,7,10,12,59,80,101,174
3065,390,453,508,569,585,601,718
3066,0,25,44,122,236,243,365
3067,0,159,174,210,224,236,241
3068,172,351,1352,1356,1820,1957,2223
3069,13,76,101,106,112,114,205
3070,628,633,800,925,1061,1280,1306
3071,431,940,2388,3512,7304,9496,10156
3072,16,24,42,138,153,167,344
3073,6,136,173,188,213,251,364
3074,169,388,574,1043,1069,1252,1448
3075,24,188,395,437,496,630,822
3076,1,6,167,181,194,196,398
3077,7,25,80,101,364,365,382
3078,13,45,55,76,181,223,230
3079,25,71,76,304,538,587,662
3080,715,859,955,958,1023,1095,1241
3081,0,1,5,10,13,25,74
3082,184,515,597,697,794,806,930
3083,0,1,10,13,14,31,87
3084,6,20,86,136,138,145,159
3085,0,6,188,263,265,278,349
3086,1,6,14,25,74,76,80
3087,230,231,235,263,301,705,710
3088,13,25,46,71,76,174,226
3089,10,360,569,675,794,1542,4354
3090,375,10019,13494,14548,14874,25025,25516
3091,31,1389,1507,5817,7026,11777,11831
3092,3383,3582,3967,5325,9091,12531,14613
3093,675,1507,2021,2142,3148,10035,10288
3094,156,4363,4865,8574,16072,18652,22124
3095,0,25,251,424,627,628,675
3096,110,112,422,523,796,877,1220
3097,1,10,13,16,25,112,122
3098,12,24,31,45,46,71,76
3099,138,153,382,523,661,7791,7814
3100,108,344,395,675,857,4289,4999
3101,382,388,436,1043,1542,2806,17277
3102,1348,2576,2584,5611,8489,11443,18248
3103,508,569,587,697,1046,1428,1432
3104,0,1,5,7,10,12,13
3105,364,398,794,795,847,1046,1280
3106,0,6,20,24,27,31,159
3107,71,587,950,1023,1495,1758,3050
3108,25,101,188,194,195,235,569
3109,0,1,7,10,32,76,108
3110,42,138,278,574,816,1872,2029
3111,235,505,942,1453,2846,10757,18198
3112,138,251,441,569,705,1327,5958
3113,2,12,13,14,15,25,74
3114,705,1311,2055,2204,3617,5958,6908
3115,153,190,2345,7542,16750,20193,25738
3116,352,1023,1024,1308,1500,1519,1556
3117,2,244,251,280,373,414,693
3118,1556,3490,5529,6240,7261,7672,7720
3119,5,35,153,184,202,344,352
3120,0,10,35,78,138,153,241
3121,251,388,900,1023,1161,1320,1438
3122,181,418,505,756,1038,1662,1897
3123,6,10,76,145,159,181,220
3124,45,159,181,914,981,1389,1691
3125,25,233,234,235,382,569,745
3126,14,25,138,382,388,806,1903
3127,2,68,70,106,230,263,705
3128,251,635,705,794,809,940,1840
3129,24,108,156,364,661,806,999
3130,10,794,806,1045,1495,1510,1542
3131,0,1,13,15,76,80,109
3132,108,162,240,382,390,437,756
3133,940,3638,6654,10836,11015,14374,14523
3134,25,251,716,1717,4504,6616,7118
3135,32,3760,7782,8360,10345,13055,13853
3136,263,2270,2857,3139,4424,19805,28854
3137,112,675,1554,2122,2704,2898,11204
3138,0,1,5,7,13,15,25
3139,25,80,187,269,275,403,587
3140,1267,1364,1915,4795,6678,8083,9420
3141,25,231,1023,3476,4245,9598,12035
3142,3612,4067,7133,11571,13845,14349,14627
3143,12,25,267,269,287,392,661
3144,223,263,398,599,697,756,794
3145,49,87,174,387,837,1157,11675
3146,73,83,96,138,222,451,454
3147,2,7,32,67,84,87,88
3148,25,49,505,702,832,3034,3660
3149,49,81,84,87,108,110,112
3150,822,4835,5040,6745,9301,9551,12023
3151,98,325,508,5274,12085,20278,22343
3152,12,16,32,35,42,63,81
3153,7047,7479,10680,17881,18654,21159,28758
3154,10,174,218,275,301,398,432
3155,14,16,31,63,95,97,120
3156,2,6,84,88,94,106,112
3157,517,1785,6290,7009,7306,10517,13151
3158,82,90,1264,1806,8153,9437,9910
3159,12,16,25,87,95,325,351
3160,390,498,569,587,658,1436,1664
3161,32,49,81,82,84,87,108
3162,7,9,12,13,25,94,173
3163,49,510,512,661,1095,1766,1806
3164,0,174,368,648,3442,3806,11740
3165,32,49,63,82,87,108,109
3166,12,87,110,251,385,387,1002
3167,204,325,832,837,1101,10365,11189
3168,2,12,263,3273,3304,5842,6653
3169,84,87,112,315,515,525,555
3170,16,87,716,1264,2514,4192,6770
3171,387,505,7064,7957,10571,17092,25514
3172,79,87,88,91,94,108,112
3173,0,387,432,661,832,837,864
3174,35,95,174,642,832,1230,1370
3175,49,80,188,269,398,770,1264
3176,10,794,795,796,806,1542,1688
3177,5,34,80,87,91,94,106
3178,0,12,16,42,82,97,109
3179,32,95,138,153,454,505,523
3180,0,1,7,10,81,94,108
3181,2,32,42,49,61,63,84
3182,12,16,84,87,112,153,414
3183,395,794,868,2632,6363,7929,13496
3184,1157,1502,4641,6150,7283,7467,8235
3185,10,63,108,112,126,136,140
3186,2,12,222,505,832,1101,1348
3187,101,601,817,900,999,1114,1547
3188,349,512,593,646,813,1159,1325
3189,97,110,120,395,414,505,544
3190,108,174,398,464,675,1135,2269
3191,81,91,98,138,174,269,301
3192,368,505,1095,7929,9910,12999,31027
3193,49,82,184,365,388,392,432
3194,12,49,80,87,108,112,120
3195,16,87,661,1063,5274,5842,7665
3196,81,88,94,110,112,389,431
3197,12,109,138,351,1063,1348,3034
3198,25,32,63,167,179,251,254
3199,1,5,9,10,71,76,80
3200,2,8,12,16,28,35,42
3201,12,61,251,454,3132,3409,10439
3202,32,153,278,454,1101,1191,3050
3203,2,12,16,32,35,49,61
3204,12,49,80,81,87,108,184
3205,2,16,61,98,109,120,138
3206,68,258,263,376,382,604,716
3207,12,49,81,153,174,304,392
3208,16,63,83,109,220,505,523
3209,0,12,16,42,83,87,95
3210,153,7680,13753,13804,16743,18346,30612
3211,2,12,61,68,81,87,222
3212,109,153,454,675,1101,2002,2482
3213,49,80,81,87,90,110,138
3214,505,6207,7896,8634,12817,14631,16047
3215,49,87,91,108,109,153,251
3216,12,28,32,109,153,414,454
3217,12,61,108,505,620,832,1206
3218,137,156,174,269,351,529,555
3219,2,101,106,278,2238,2313,3050
3220,9,136,170,239,278,398,505
3221,2,10,12,16,35,42,49
3222,25,94,1095,1806,2249,2499,2500
3223,2,81,391,396,1458,1794,1806
3224,594,806,2165,2454,3496,5842,18261
3225,174,368,382,390,569,1120,1146
3226,108,110,112,431,650,1999,2071
3227,5842,9301,9530,10662,11058,15388,21159
3228,42,94,162,165,168,178,209
3229,16,138,181,220,251,301,414
3230,138,278,301,505,512,523,666
3231,94,174,349,1805,2002,2003,2377
3232,0,1,2,6,10,13,25
3233,146,1253,1263,1264,1291,1378,1649
3234,25,94,174,512,538,2882,5040
3235,12,98,108,222,258,301,18654
3236,16,97,398,832,995,1063,1526
3237,87,2122,4769,15839,16167,18261,24627
3238,71,76,80,174,390,508,586
3239,81,84,87,108,138,158,213
3240,2003,5988,6540,7347,15019,17881,18842
3241,251,505,1143,2096,2733,2882,4579
3242,86,94,128,159,167,174,176
3243,60,620,758,986,1063,2899,2937
3244,2,83,96,156,172,1346,1942
3245,0,108,167,220,251,398,574
3246,94,256,1043,7827,11058,12325,15047
3247,5,251,675,1378,1806,2002,2637
3248,7,87,88,94,122,390,395
3249,2,6,14,16,25,80,94
3250,2,49,108,454,716,859,1264
3251,61,223,523,574,635,897,1220
3252,1135,2401,5774,9877,19087,28397,30512
3253,108,112,176,387,395,431,437
